horizon,history2,action2,state,history1,action1,val
8,(agent:1)0,0,0,(agent:0)1,1,0.565794
8,(agent:1)0,0,1,(agent:0)1,1,1.38004
8,(agent:1)0,0,0,(agent:0)1,0,0.541939
8,(agent:1)0,0,1,(agent:0)0,0,0.167982
8,(agent:1)0,0,0,(agent:0)0,1,0.767699
8,(agent:1)0,0,3,(agent:0)0,1,1.79413
8,(agent:1)0,0,2,(agent:0)0,0,0.899549
8,(agent:1)0,0,1,(agent:0)0,1,0.65168
8,(agent:1)0,0,0,(agent:0)0,0,0.811652
8,(agent:1)0,0,3,(agent:0)1,0,0.894004
8,(agent:1)0,0,2,(agent:0)1,1,0.999981
8,(agent:1)0,0,3,(agent:0)0,0,0.802224
8,(agent:1)0,0,2,(agent:0)0,1,0.999993
8,(agent:1)0,0,3,(agent:0)1,1,1.99987
8,(agent:1)0,0,2,(agent:0)1,0,0.893058
8,(agent:1)1,0,1,(agent:0)0,0,0.158695
8,(agent:1)1,0,0,(agent:0)0,1,0.471615
8,(agent:1)1,0,1,(agent:0)1,1,1.85035
8,(agent:1)1,0,0,(agent:0)1,0,0.939329
8,(agent:1)1,0,3,(agent:0)0,0,0.92931
8,(agent:1)1,0,2,(agent:0)0,1,0.999958
8,(agent:1)1,0,1,(agent:0)1,0,0.795851
8,(agent:1)1,0,0,(agent:0)1,1,0.930704
8,(agent:1)1,0,2,(agent:0)1,0,0.8974
8,(agent:1)1,0,3,(agent:0)1,1,2
8,(agent:1)1,0,3,(agent:0)0,1,1.92739
8,(agent:1)1,0,2,(agent:0)0,0,0.922947
8,(agent:1)1,0,1,(agent:0)0,1,0.461692
8,(agent:1)1,0,0,(agent:0)0,0,0.482416
8,(agent:1)1,0,3,(agent:0)1,0,0.864248
8,(agent:1)1,0,2,(agent:0)1,1,1
9,(agent:1)1,0,0,(agent:0)0,1,0
9,(agent:1)1,0,1,(agent:0)0,0,0
9,(agent:1)1,0,3,(agent:0)0,1,0.973899
9,(agent:1)1,0,2,(agent:0)0,0,0
9,(agent:1)1,0,1,(agent:0)0,1,0.242884
9,(agent:1)1,0,0,(agent:0)0,0,0
9,(agent:1)1,0,3,(agent:0)1,0,0
9,(agent:1)1,0,2,(agent:0)1,1,0
9,(agent:1)1,0,3,(agent:0)1,1,1
9,(agent:1)1,0,2,(agent:0)1,0,0
9,(agent:1)1,0,0,(agent:0)1,1,0
9,(agent:1)1,0,1,(agent:0)1,0,0
9,(agent:1)1,0,1,(agent:0)1,1,0.964554
9,(agent:1)1,0,0,(agent:0)1,0,0
9,(agent:1)1,0,3,(agent:0)0,0,0
9,(agent:1)1,0,2,(agent:0)0,1,0
9,(agent:1)0,0,1,(agent:0)1,1,0.787735
9,(agent:1)0,0,0,(agent:0)1,0,0
9,(agent:1)0,0,1,(agent:0)1,0,0
9,(agent:1)0,0,0,(agent:0)1,1,0
9,(agent:1)0,0,1,(agent:0)0,1,0.306928
9,(agent:1)0,0,0,(agent:0)0,0,0
9,(agent:1)0,0,3,(agent:0)1,0,0
9,(agent:1)0,0,2,(agent:0)1,1,0
9,(agent:1)0,0,3,(agent:0)0,0,0
9,(agent:1)0,0,2,(agent:0)0,1,0
9,(agent:1)0,0,2,(agent:0)1,0,0
9,(agent:1)0,0,3,(agent:0)1,1,0.992172
9,(agent:1)0,0,3,(agent:0)0,1,0.956618
9,(agent:1)0,0,2,(agent:0)0,0,0
9,(agent:1)0,0,1,(agent:0)0,0,0
9,(agent:1)0,0,0,(agent:0)0,1,0
9,(agent:1)0,1,0,(agent:0)1,1,0
9,(agent:1)0,1,1,(agent:0)1,0,0
9,(agent:1)0,1,1,(agent:0)1,1,0
9,(agent:1)0,1,0,(agent:0)1,0,0
9,(agent:1)0,1,1,(agent:0)0,0,0
9,(agent:1)0,1,0,(agent:0)0,1,0
9,(agent:1)0,1,3,(agent:0)0,0,0.999859
9,(agent:1)0,1,2,(agent:0)0,1,0
9,(agent:1)0,1,3,(agent:0)1,1,0
9,(agent:1)0,1,2,(agent:0)1,0,1
9,(agent:1)0,1,1,(agent:0)0,1,0
9,(agent:1)0,1,0,(agent:0)0,0,0
9,(agent:1)0,1,2,(agent:0)1,1,0
9,(agent:1)0,1,3,(agent:0)1,0,1
9,(agent:1)0,1,2,(agent:0)0,0,1
9,(agent:1)0,1,3,(agent:0)0,1,0
9,(agent:1)1,1,0,(agent:0)0,1,0
9,(agent:1)1,1,1,(agent:0)0,0,0
9,(agent:1)1,1,1,(agent:0)1,1,0
9,(agent:1)1,1,0,(agent:0)1,0,0
9,(agent:1)1,1,1,(agent:0)1,0,0
9,(agent:1)1,1,0,(agent:0)1,1,0
9,(agent:1)1,1,2,(agent:0)0,1,0
9,(agent:1)1,1,3,(agent:0)0,0,1
9,(agent:1)1,1,1,(agent:0)0,1,0
9,(agent:1)1,1,0,(agent:0)0,0,0
9,(agent:1)1,1,2,(agent:0)1,1,0
9,(agent:1)1,1,3,(agent:0)1,0,1
9,(agent:1)1,1,3,(agent:0)0,1,0
9,(agent:1)1,1,2,(agent:0)0,0,1
9,(agent:1)1,1,3,(agent:0)1,1,0
9,(agent:1)1,1,2,(agent:0)1,0,1
